Número do Documento;Nome da conta;Tipo;Grupo Econômico: Grupo Econômico;RET;Data de Inclusão;Marca;Representante;Situação;Setor;País de entrega;ICMS;Limite de Crédito Moeda;Limite de Crédito;Ramo de Atividade;Segmento;Situação Financeira;Código Externo
395960025;FABRICA DE TEJIDOS DE PUNTO;Cliente ME;FABRICA DE TEJIDOS DE PUNTO;0;17/09/2024;FABRICA DE TEJIDOS DE PUNTO LA POLONESA LTDA;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;0;;;Liberado;C24947
;EMPRESAS PINTO S.A;Cliente ME;EMPRESAS PINTO COLOMBIA S.A.S.;0;06/12/2006;EMPRESAS PINTO;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C3520
;EMPRESAS PINTO COLOMBIA S.A.S.;Cliente ME;EMPRESAS PINTO COLOMBIA S.A.S.;0;18/02/2013;EMPRESAS PINTO COLOMBIA S.A.S.;WALTER SILVA MOLINARI;Ativo;;COLOMBIA;7;USD;10000;;;Liberado;C10579
NIT 900.305.615-4;EMPRESAS PINTO COLOMBIA S.A.S.;Cliente ME;EMPRESAS PINTO COLOMBIA S.A.S.;0;13/07/2010;EMPRESAS PINTO COLOMBIA S.A.S.;WALTER SILVA MOLINARI;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C7502
RUC 20604675554;CONFECCIONES CATALUNYA;Cliente ME;CONFECCIONES CATALUNYA;0;26/03/2025;CONFECCIONES CATALUNYA;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C25675
RUC: 20602230997;M&N TEXTIL SAC;Cliente ME;M&N TEXTIL SAC;0;04/06/2025;M&N TEXTIL SAC;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C25943
;INTERTEK DE GUATEMALA, S.A. ;Cliente ME;INTERTEK DE GUATEMALA, S.A. ;0;28/07/2017;INTERTEK DE GUATEMALA, S.A. ;WALTER SILVA MOLINARI;Ativo;;GUATEMALA;7;USD;0;;;Liberado;C16028
10405817239;MARIELA RIVERA TARAZONA;Cliente ME;MARIELA RIVERA TARAZONA;0;12/03/2018;MARIELA RIVERA TARAZONA;WALTER SILVA MOLINARI;Ativo;;;7;USD;0;;;Liberado;C16849
;MANUFATURAS AMÉRICA;Cliente ME;MANUFATURAS AMÉRICA;0;07/03/2018;MANUFATURAS AMÉRICA;WALTER SILVA MOLINARI;Ativo;Outros;;7;USD;0;Marca;Masculino;Liberado;C16829
0993058629001;ARSAMTEX SA;Cliente ME;ARSAMTEX SA;0;27/02/2018;ARSAMTEX SA;WALTER SILVA MOLINARI;Ativo;Vestuário;EQUADOR;7;USD;0;Marca;Masculino;Liberado;C16807
1791410114001;MIL COLORES CIA LTDA;Cliente ME;MIL COLORES CIA LTDA;0;21/02/2018;MIL COLORES CIA LTDA;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;-1;Atacado;Revenda de Tecido;Liberado;C16786
NIT 6154057014;SERVICIOS EN TEXTILES SERVITEX;Cliente ME;SERVICIOS EN TEXTILES SERVITEX;0;19/07/2017;SERVICIOS EN TEXTILES SERVITEX;WALTER SILVA MOLINARI;Ativo;Outros;;7;USD;0;Atacado;Revenda de Tecido;Liberado;C15975
0991210245001;INTERMEDIARIA DE VENTAS SUPER BAHIA SUBAHI S.A.;Cliente ME;INTERMEDIARIA DE VENTAS SUPER BAHIA SUBAHI S.A.;0;29/03/2017;INTERMEDIARIA DE VENTAS SUPER BAHIA SUBAHI S.A.;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;-1;Marca;Infantil;Liberado;C15614
RUC 0992656735001;GLOBALTEX S.A;Cliente ME;GLOBALTEX S.A;0;21/06/2016;GLOBALTEX S.A;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;0;Atacado;Revenda de Tecido;Liberado;C14809
;LINEATEX;Cliente ME;LINEATEX;0;05/04/2016;LINEATEX;WALTER SILVA MOLINARI;Excluído;Outros;BOLIVIA;7;USD;0;Atacado;Revenda de Tecido;Liberado;C14532
RUC 1712268562001;MILTON DE LA CRUZ;Cliente ME;MILTON DE LA CRUZ;0;10/03/2016;MILTON DE LA CRUZ;WALTER SILVA MOLINARI;Ativo;Vestuário;EQUADOR;7;USD;0;Confecção PL;Masculino;Liberado;C14440
1709057051001;MAGDALENA CORDERO SÁNCHEZ;Cliente ME;MAGDALENA CORDERO SÁNCHEZ;0;18/11/2015;MAGDALENA CORDERO SÁNCHEZ;WALTER SILVA MOLINARI;Inativo;Vestuário;EQUADOR;7;USD;0;Confecção PL;Masculino;Liberado;C14135
;ROGER FLORES CORONADO;Cliente ME;ROGER FLORES CORONADO;0;09/09/2015;ROGER FLORES CORONADO;WALTER SILVA MOLINARI;Ativo;Outros;BOLIVIA;7;USD;0;Atacado;Revenda de Tecido;Bloqueado;C13863
RUC: 0914810833001;BRIAN MONCAYO;Cliente ME;BRIAN MONCAYO;0;08/09/2014;BRIAN MONCAYO;WALTER SILVA MOLINARI;Ativo;Vestuário;EQUADOR;7;USD;0;Confecção PL;Masculino;Liberado;C12016
20117470271;INVERSIONES INDUSTRIALES PARACAS SAC;Cliente ME;INVERSIONES INDUSTRIALES PARACAS SAC;0;20/01/2005;BABYCLUB;WALTER SILVA MOLINARI;Ativo;Vestuário;PERU;7;USD;0;Marca;Infantil;Liberado;C1843
;MIKE & KATE CO.;Cliente ME;MIKE & KATE CO.;0;29/01/2019;M&K;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;0;;;Liberado;C17803
RUC: 20515422821;YOSHIRO S.R.L;Cliente ME;YOSHIRO S.R.L;0;29/01/2019;YOSHIRO S.R.L;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C17802
;SUMBAWA;Cliente ME;SUMBAWA;0;29/01/2019;SUMBAWA;WALTER SILVA MOLINARI;Ativo;Vestuário;EQUADOR;7;USD;0;Confecção PL + Marca Própria;Masculino;Liberado;C17797
0992262540001;BASSIL HAND TAILORED S. A.;Cliente ME;BASSIL HAND TAILORED S. A.;0;29/01/2019;BASSIL HAND TAILORED S. A.;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C17796
RUC 1790469395001;NERY FAS LTDA;Cliente ME;NERY FAS LTDA;0;29/01/2019;NERY FAS LTDA;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;0;Confecção PL;Feminino;Liberado;C17795
RUC: 0910481217001;GLADYS ROCIO GUAIGUA SANDOVAL;Cliente ME;GLADYS ROCIO GUAIGUA SANDOVAL;0;18/01/2019;GLADYS ROCIO GUAIGUA SANDOVAL;WALTER SILVA MOLINARI;Ativo;;ECUADOR;7;USD;0;;;Liberado;C17764
20544692845;ANDINA INTERNEGOCIOS S.A.C.;Cliente ME;ANDINA INTERNEGOCIOS S.A.C.;0;17/05/2018;ANDINA INTERNEGOCIOS S.A.C.;WALTER SILVA MOLINARI;Ativo;Vestuário;PERU;7;USD;0;Confecção PL;Infantil;Liberado;C17105
20100440653;MANUFACTURAS AMERICA EIRL;Cliente ME;MANUFACTURAS AMERICA EIRL;0;14/05/2018;MANUFACTURAS AMERICA EIRL;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C17085
RUC: 20430667654;CONSORCIO IND. TEX. GAMARRA S.R.L;Cliente ME;CONSORCIO IND. TEX. GAMARRA S.R.L;0;23/04/2018;CONSORCIO IND. TEX. GAMARRA S.R.L;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C17036
;SNOWBOARDING S.A.C;Cliente ME;SNOWBOARDING S.A.C;0;26/03/2018;SNOWBOARDING S.A.C;WALTER SILVA MOLINARI;Ativo;Outros;;7;USD;0;Confecção PL;Masculino;Liberado;C16927
CUIT/RUC: 20423925;MODAS DIVERSAS DEL PERU SAC;Cliente ME;MODAS DIVERSAS DEL PERU S.A.;0;28/03/2012;MODIPSA;WALTER SILVA MOLINARI;Ativo;Vestuário;PERU;7;USD;99999;Marca;Masculino;Liberado;C9617
1791409884001;LA ESPERANZA COMERCIALIZADORA WHOLESALENN S.A;Cliente ME;LA ESPERANZA COMERCIALIZADORA WHOLESALENN S.A;0;01/02/2011;LA ESPERANZA;WALTER SILVA MOLINARI;Ativo;Outros;EQUADOR;7;USD;1;Confecção PL + Marca Própria;Infantil;Bloqueado;C8322
RUC20430772873;PC MODA SAC;Cliente ME;PC MODA SAC;0;30/10/2002;PIERRE CARDIN PARIS;WALTER SILVA MOLINARI;Ativo;Vestuário;PERU;7;USD;49999;Marca;Masculino;Bloqueado;C791543
NIT: 1012377026;COMERCIAL CHARITO S.R.L.;Cliente ME;COMERCIAL CHARITO S.R.L.;0;30/07/2010;MERY PEREZ;WALTER SILVA MOLINARI;Ativo;Vestuário;BOLIVIA;7;USD;30000;Atacado;Revenda de Tecido;Liberado;C7550
RUC: 1790608654001;CAMISERIA INGLESA CIALTD;Cliente ME;CAMISERIA INGLESA CIALTD;0;01/02/2010;CAMISERIA INGLESA CIALTD;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;0;Confecção PL + Marca Própria;Masculino;Liberado;C6839
;DINATEX LTDA;Cliente ME;DINATEX LTDA;0;01/01/1990;DINATEX LTDA;WALTER SILVA MOLINARI;Ativo;;BOLIVIA;7;USD;0;;;Liberado;C511233
RUC: 0790093453001;JOE CREACIONES CIA. LTDA.;Cliente ME;JOE CREACIONES CIA. LTDA.;0;12/02/2008;JOE CREACIONES CIA. LTDA.;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;40000;;;Bloqueado;C4483
0910481217001;GLADYS ROCIO GUAIGUA SANDOVAL;Cliente ME;GLADYS ROCIO GUAIGUA SANDOVAL;0;31/01/2008;GLADYS ROCIO GUAIGUA SANDOVAL;WALTER SILVA MOLINARI;Ativo;Outros;EQUADOR;7;USD;0;Confecção PL;Infantil;Liberado;C4465
RUC 1090033944001;EMPRESAS PINTO S.A.;Cliente ME;EMPRESAS PINTO S.A.;0;26/09/2006;EMPRESAS PINTO;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C3360
RUC 20374343964;CORPORACION WAMA SAC;Cliente ME;CORPORACION WAMA SAC;0;27/08/2002;PIEERS;WALTER SILVA MOLINARI;Ativo;Vestuário;PERU;7;USD;-1;Marca;Masculino;Liberado;C790238
RUC 20544216211;VISTAMODA PERU S.A.C;Cliente ME;VISTAMODA PERU S.A.C;0;26/03/2019;VISTAMODA;WALTER SILVA MOLINARI;Ativo;Vestuário;PERU;7;USD;-1;Atacado;Revenda de Tecido;Bloqueado;C17979
RUC 20516195879;TENDENCIA DE LA MODA S.A.C.;Cliente ME;ROCK RELIGION;0;21/03/2019;TENDENCIA DE LA MODA S.A.C.;WALTER SILVA MOLINARI;Ativo;Vestuário;PERU;7;USD;-1;Confecção PL + Marca Própria;Masculino;Liberado;C17970
;SUPER EXITO;Cliente ME;SUPER EXITO;0;23/08/2016;SUPER EXITO;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C15035
;MANUFATURAS CHRISTCI S.R.L;Cliente ME;MANUFATURAS CHRISTCI S.R.L;0;22/03/2019;CICIBET;WALTER SILVA MOLINARI;Ativo;;PERU;7;USD;0;;;Liberado;C17973
RUC 0993037494-001;SELDATINC S.A;Cliente ME;SELDAT INC SA;0;22/03/2019;SELDATINC S.A;WALTER SILVA MOLINARI;Ativo;Vestuário;EQUADOR;7;USD;0;Marca;Masculino;Liberado;C17971
CUIT/RUC: 1704290;MARIA GRACIELA OÑA GUALOTUÑA;Cliente ME;MARIA GRACIELA OÑA GUALOTUÑA;0;01/10/2012;CREACIONES MILTON´S;WALTER SILVA MOLINARI;Ativo;Vestuário;EQUADOR;7;USD;0;Confecção;Corporativo;Liberado;C10263
09923712340001;SUMBADIST S.A;Cliente ME;SUMBADIST S.A;0;19/03/2019;SUMBAWA;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C17967
RUC: 20102234236;CONFECCIONES NUNU S.A.C;Cliente ME;CONFECCIONES NUNU S.A.C;0;03/03/2016;CONFECCIONES NUNU S.A.C;WALTER SILVA MOLINARI;Ativo;Vestuário;PERU;7;USD;0;Confecção PL;Infantil;Liberado;C14408
1752826279001;GUSTAVO ADOLFO GIRON OCHOA;Cliente ME;GUSTAVO ADOLFO GIRON OCHOA;0;20/10/2014;NOVOTEX;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;0;Atacado;Revenda de Tecido;Liberado;C12222
RUC 0990037094001;COMERCIAL DANSAAB C. LTDA;Cliente ME;COMERCIAL DANSAAB C. LTDA;0;30/01/2012;COMERCIAL DANSAAB C. LTDA;WALTER SILVA MOLINARI;Ativo;Varejo;EQUADOR;7;USD;160000;Varejo;Revenda de Tecido;Bloqueado;C9370
;INDUSTRIAL SHULK;Cliente ME;INDUSTRIAL SHULK;0;16/02/2004;INDUSTRIAL SHULK;WALTER SILVA MOLINARI;Ativo;Varejo;ECUADOR;7;BRL;0;Varejo;Revenda de Tecido;Liberado;C1122
1790994708001;ROYALTEX S.A.;Cliente ME;ROYALTEX S.A.;0;07/04/2010;ROYALTEX;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;0;Atacado;Revenda de Tecido;Liberado;C7123
1713367561001;DARWIN SALAZAR;Cliente ME;DARWIN SALAZAR;0;13/03/2019;GREEN;WALTER SILVA MOLINARI;Ativo;;EQUADOR;7;USD;0;;;Liberado;C17946
1792301963001;DISENFORMA S.A;Cliente ME;DISENFORMA S.A;0;12/03/2019;EM FORMA;WALTER SILVA MOLINARI;Ativo;Vestuário;EQUADOR;7;USD;0;Marca;Infantil;Liberado;C17942
1792744849001;INDUTEXCO CIA LTDA;Cliente ME;INDUTEXCO CIA LTDA;0;12/03/2019;INDUTEXCO CIA LTDA;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;0;Marca;Masculino;Liberado;C17941
RUC: 20296946649;CLASS YORDAN'S SRL;Cliente ME;LIMA SHIRT COMPANY SAC;0;12/04/2019;LIMA SHIRT;WALTER SILVA MOLINARI;Excluído;Vestuário;PERU;7;USD;0;Marca;Masculino;Liberado;C18042
RUC: 0992719249001;EL TUKO S.A;Cliente ME;EL TUKO S.A;0;23/08/2016;EL TUKO S.A;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;0;Varejo;Revenda de Tecido;Liberado;C15031
NIT: 283548024;IMPORTADORA RENATA SRL;Cliente ME;IMPORTADORA RENATA SRL;0;15/10/2015;IMPORTADORA RENATA SRL;WALTER SILVA MOLINARI;Ativo;Outros;BOLIVIA;7;USD;0;Atacado;Revenda de Tecido;Liberado;C13995
CUIT/RUC:170429030;MARIA GRACIELA OÑA GUALOTUÑA;Cliente ME;MARIA GRACIELA OÑA GUALOTUÑA;0;01/10/2012;MARIA GRACIELA OÑA GUALOTUÑA;WALTER SILVA MOLINARI;Excluído;;ECUADOR;7;USD;0;;;Liberado;C10264
;KAZE S.R.L;Cliente ME;KAZE S.R.L;0;25/04/2017;KAZE S.R.L;WALTER SILVA MOLINARI;Ativo;Vestuário;BOLIVIA;7;USD;0;Marca;Masculino;Liberado;C15703
;TEXTILES PREMIUM;Cliente ME;TEXTILES PREMIUM;0;31/05/2019;TEXTILES PREMIUM;WALTER SILVA MOLINARI;Ativo;Outros;EQUADOR;7;USD;0;Marca;Magazine;Liberado;C18160
0924343346001;ROLANDO ARIOLFO NARANJO AGUILAR;Cliente ME;ROLANDO ARIOLFO NARANJO AGUILAR;0;30/07/2019;ROLANDO ARIOLFO NARANJO AGUILAR;WALTER SILVA MOLINARI;Ativo;Vestuário;EQUADOR;7;USD;0;Varejo;Revenda de Tecido;Liberado;C18301
1791286901001;IMPORTADORA Y DISTRIBUIDORA TEXTIL IDTEX CIA LTDA;Cliente ME;IMPORTADORA Y DISTRIBUIDORA TEXTIL IDTEX CIA LTDA;0;22/07/2019;IDTEX;WALTER SILVA MOLINARI;Ativo;Outros;EQUADOR;7;USD;0;Atacado;Revenda de Tecido;Liberado;C18277
1791250168001;DISTRITEX S.A;Cliente ME;DISTRITEX S.A;0;16/08/2019;DISTRITEX S.A;WALTER SILVA MOLINARI;Ativo;Vestuário;ECUADOR;7;USD;0;Confecção PL;Masculino;Liberado;C18348
IVA: PT 509722563;SATINSKIN TÊXTEIS S.A.;Cliente ME;SATINSKIN TÊXTEIS S.A.;0;24/09/2019;SATINSKIN TÊXTEIS S.A.;MARIE ODILE;Ativo;Vestuário;PORTUGAL;7;EUR;0;Confecção PL;Infantil;Liberado;C18440
DE121014305;BUDDEBERG & WECK;Cliente ME;BUDDEBERG & WECK;0;24/10/2006;BUDDEBERG & WECK;MARIE ODILE;Ativo;Vestuário;GERMANY;7;EUR;30000;Varejo;Revenda de Tecido;Liberado;C3439
B86087020;DISTRIBUCIONES TORONILE S.L;Cliente ME;DISTRIBUCIONES TORONILE S.L;0;21/11/2011;DISTRIBUCIONES TORONILE S.L;MARIE ODILE;Ativo;;SPAIN;7;EUR;0;;;Bloqueado;C9267
;BABY NIT S.L.;Cliente ME;BABY NIT S.L.;0;04/10/2005;BABY NIT S.L.;MARIE ODILE;Ativo;;SPAIN;7;USD;0;;;Liberado;C2485
;COMERCIAL TESAMAR. S.L;Cliente ME;COMERCIAL TESAMAR. S.L;0;14/02/2017;COMERCIAL TESAMAR. S.L;MARIE ODILE;Ativo;Vestuário;SPAIN;7;EUR;0;Empresa;Corporativo;Liberado;C15454
;PUTTMANN EGYPT SAE;Cliente ME;PUTTMANN EGYPT SAE;0;01/10/2013;PUTTMANN EGYPT;MARIE ODILE;Ativo;Vestuário;EGYPT;7;EUR;-1;Marca;Infantil;Liberado;C11143
;LAVENDELS GBR;Cliente ME;LAVENDELS GBR;0;06/09/2013;LAVENDELS GBR;MARIE ODILE;Ativo;Vestuário;GERMANY;7;EUR;0;Marca;Feminino;Liberado;C11028
DE146842201.;KIDS FASHION GROUP GMBH & CO. KG BRAND: DOLL;Cliente ME;KIDS FASHION GROUP GMBH & CO. KG;0;03/09/2013;DOLL;MARIE ODILE;Ativo;Outros;GERMANY;7;EUR;1;Marca;Infantil;Bloqueado;C11014
;CONFETEX;Cliente ME;CONFETEX;0;22/02/2018;CONFETEX;MARIE ODILE;Ativo;Outros;;7;EUR;0;Varejo;Revenda de Tecido;Liberado;C16796
GB 788668837;LIBERTY FABRIC LTD;Cliente ME;LIBERTY FABRIC LTD;0;21/02/2018;LIBERTY FABRIC LTD;MARIE ODILE;Ativo;Outros;ITALY;7;USD;0;Marca;Masculino;Liberado;C16783
FR 31423 357 250;COTE D AMOUR;Cliente ME;COTE D AMOUR;0;20/03/2017;COTE D AMOUR;MARIE ODILE;Ativo;Vestuário;FRANCE;7;EUR;30000;Atacado;Revenda de Tecido;Liberado;C15587
DE297396000;SWAFING G.M.B.H;Cliente ME;HANS-GERD SWAFING E.K;0;12/01/2015;SWAFING;MARIE ODILE;Ativo;Outros;GERMANY;7;EUR;100000;Atacado;Revenda de Tecido;Liberado;C13077
;MAXIMO STRICKMODEN;Cliente ME;MAXIMILIANO S.A.;0;18/11/2002;MAXIMO;MARIE ODILE;Ativo;Outros;GERMANY;7;EUR;30000;Marca;Infantil;Liberado;C1272
;STERNTALER GMBH;Cliente ME;STERNTALER GMBH;0;07/04/2004;STERNTALER;MARIE ODILE;Ativo;Outros;GERMANY;7;EUR;100000;Confecção PL + Marca Própria;Infantil;Liberado;C1235
;TEJIDOS REBES S.L;Cliente ME;TEJIDOS REBES S.L.;0;22/11/2005;TEJIDOS REBES S.L.;MARIE ODILE;Ativo;Outros;SPAIN;7;EUR;200000;Varejo;Revenda de Tecido;Liberado;C2656
;ST. PAPAIOANNOU SA;Cliente ME;ST. PAPAIOANNOU SA;0;12/09/2005;LAPIN HOUSE;MARIE ODILE;Ativo;Outros;GREECE;7;EUR;50000;Marca;Infantil;Liberado;C2393
;SCI BRASIL / SC PERROUX;Cliente ME;SCI BRASIL / SC PERROUX;0;25/08/2005;SC PERROUX;MARIE ODILE;Ativo;;FRANCE;7;EUR;0;;;Liberado;C2341
DE 147818597;HILCO TEXTIL GMBH;Cliente ME;HILCO TEXTIL GMBH;0;09/03/2005;HILCO;MARIE ODILE;Excluído;Outros;GERMANY;7;EUR;0;Varejo;Revenda de Tecido;Liberado;C1913
;FIL DE LEGENDE;Cliente ME;FIL DE LEGENDE - KARINE ONILLON;0;26/09/2011;FIL DE LEGENDE;MARIE ODILE;Ativo;Outros;FRANCE;7;EUR;0;Marca;Infantil;Liberado;C9079
EORI: FR4087721010;EURODIF SAS;Cliente ME;EURODIF SAS;0;03/01/2011;BOUCHARA;MARIE ODILE;Ativo;Vestuário;FRANCE;7;EUR;0;Marca;Magazine;Liberado;C8204
;RAJA CLOTHING COMPANY S.A.E.;Cliente ME;RAJA CLOTHING COMPANY S.A.E.;0;28/09/2009;RAJA CLOTHING COMPANY S.A.E.;MARIE ODILE;Ativo;Vestuário;EGYPT;7;EUR;0;Confecção PL;Infantil;Liberado;C6488
;MINI RAXEVSKY S.A.;Cliente ME;MINI RAXEVSKY S.A.;0;17/02/2009;MINI RAXEVSKY S.A.;MARIE ODILE;Ativo;Vestuário;GREECE;7;EUR;0;Marca;Infantil;Liberado;C5572
;SARL MARY KIMBERLEY;Cliente ME;SARL MARY KIMBERLEY;0;01/01/1990;SARL MARY KIMBERLEY;MARIE ODILE;Ativo;Vestuário;FRANCE;7;EUR;0;Marca;Feminino;Liberado;C521888
FR54337650709;SOCIETE MEDIANE;Cliente ME;SOCIETE MEDIANE;0;26/09/2007;SOCIETE MEDIANE;MARIE ODILE;Ativo;Vestuário;FRANCE;7;EUR;14000;Confecção PL;Feminino;Liberado;C4140
31.017.902/0001-64;PATRICIA EDNA SAMP. VILAC.;Cliente MI;PATRICIA EDNA;0;27/09/2018;NA MINHA ÉPOCA É ASSIM;R QUINTINO DE ANDRADE CRUZ REP E CONSULTORIA;Inativo;;BRASIL;18;BRL;0;;;Liberado;C17543
23.279.883/0001-16;MARIA VITORIA LEO. PIN. MARQ.;Cliente MI;TOVI BH;0;24/09/2018;TOVI;R QUINTINO DE ANDRADE CRUZ REP E CONSULTORIA;Inativo;;BRASIL;18;BRL;0;;;Liberado;C17531
02.015.953/0001-59;KADOSH CONFEC. E COM. EIRELI-ME;Cliente MI;ANNE FERNANDES;0;24/08/2018;ANNE FERNANDES;R QUINTINO DE ANDRADE CRUZ REP E CONSULTORIA;Inativo;;BRASIL;18;BRL;30000;;;Liberado;C17433
04.342.806/0001-19;RCK EPI UNIFORMES EIRELI ME;Cliente MI;RHEMA CONFECÇÕES;0;20/02/2018;RHEMA CONFECÇÕES;R QUINTINO DE ANDRADE CRUZ REP E CONSULTORIA;Inativo;;BRASIL;18;BRL;0;;;Liberado;C16780
900937384-1;C. I. ZADEL SAS;Cliente ME;C. I. ZADEL SAS;0;26/09/2019;C. I. ZADEL SAS;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18445
805.015.774-7;DENIM FACTORY S.A.;Cliente ME;DENIM FACTORY S.A.;0;04/02/2009;DENIM FACTORY S.A.;SEBASTIAN GIRALDO CALLE;Ativo;Vestuário;COLOMBIA;7;USD;-1;Confecção PL + Marca Própria;Masculino;Liberado;C5512
;BOGOTANA TEXTILES;Cliente ME;BOGOTANA TEXTILES;0;30/08/2019;BOGOTANA TEXTILES;SEBASTIAN GIRALDO CALLE;Ativo;Varejo;COLOMBIA;7;USD;0;Varejo;Revenda de Tecido;Liberado;C18378
;G.R. Y CÍA LTDA.;Cliente ME;GINO FERRETI;0;30/08/2019;G.R. Y CÍA LTDA.;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18377
901.291.971-2;PAFFEN LOGISTICS S.A.S;Cliente ME;PAFFEN LOGISTICS S.A.S;0;31/01/2020;PAFFEN LOGISTICS S.A.S;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18681
811038011;TRUCCO'S FASHION S.A.S;Cliente ME;TRUCCO'S FASHION S.A.S;0;28/01/2020;TRUCCOS FASHION S.A.S;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18626
;MOLIMOL;Cliente ME;MOLIMOL;0;30/01/2020;MOLIMOL;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18665
;THE END;Cliente ME;THE END;0;30/01/2020;THE END;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18673
;JOSE S. MUÑOZ;Cliente ME;JOSE S. MUÑOZ;0;30/01/2020;JOSE S. MUÑOZ;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18671
;INVERSIONES RAMOS MORENO S.A.S.;Cliente ME;INVERSIONES RAMOS MORENO S.A.S.;0;30/01/2020;INVERSIONES RAMOS MORENO S.A.S.;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18668
900336436;DUBAI SAS;Cliente ME;DUBAI SAS;0;30/01/2020;DUBAI SAS;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18667
;CONFECCIONES REBEL CLUB JEANS;Cliente ME;CONFECCIONES REBEL CLUB JEANS;0;30/01/2020;CONFECCIONES REBEL CLUB JEANS;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18659
;JULAOS MODA;Cliente ME;JULAOS MODA;0;30/01/2020;JULAOS MODA;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18656
93377576-7;COTTON BLUE;Cliente ME;COTTON BLUE;0;30/01/2020;COTTON BLUE;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18666
;DUNOR BOUTIQUE;Cliente ME;DUNOR BOUTIQUE;0;30/01/2020;DUNOR BOUTIQUE;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18652
;LILY MILANE;Cliente ME;LILY MILANE;0;30/01/2020;LILY MILANE;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18662
;DESIGN CRASH;Cliente ME;DESIGN CRASH;0;30/01/2020;DESIGN CRASH;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18647
;EURO SAS;Cliente ME;EURO SAS;0;30/01/2020;CAMISERIA EUROPEA;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18646
;MANUFACTURAS MAK JANNA S.A.;Cliente ME;MANUFACTURAS MAK JANNA S.A.;0;30/01/2020;MAK JANNA;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18644
;PILVI;Cliente ME;PILVI;0;30/01/2020;PILVI;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18641
63331497.6;GLORIA MACIAS CONTRERAS;Cliente ME;GLORIA MACIAS CONTRERA;0;30/01/2020;GLORIA MACIAS CONTRERAS;SEBASTIAN GIRALDO CALLE;Ativo;;COLOMBIA;7;USD;0;;;Liberado;C18658
